datetime,depth,temp,OXY_oxy,CAR_pH,PHS_frp,OGM_top,NIT_nit,NIT_amm,OGM_ton,OGM_doc,SIL_rsi,PHY_tchla,PHY_DCHLA,PHY_CCHLA,PHY_OCHLA,ZOO_CAL,ZOO_CLA,ZOO_COP,ZOO_all
1995-01-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75060863,1.549312906,55.86249672,87.16241825
1995-01-24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72,2.36,0.48,14.88,NA,NA,NA,NA
1995-01-24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,1.56,0.32,9.82,NA,NA,NA,NA
1995-02-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.11601732,13.42465039,11.66909895,100.2097667
1995-03-08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.53,0.46,0,20.07,NA,NA,NA,NA
1995-03-08,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,0.3,0,13.1,NA,NA,NA,NA
1995-03-28,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.12,1.87,0.12,15.13,NA,NA,NA,NA
1995-03-28,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.92,1.85,0.12,14.95,NA,NA,NA,NA
1995-04-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83330132,4.356321732,128.7030599,147.8926829
1995-04-24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72,8.77,0.09,8.86,NA,NA,NA,NA
1995-04-24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.76,13.74,0.14,13.89,NA,NA,NA,NA
1995-05-09,0,7.8,412.5,NA,NA,2.709677419,45.14285714,5.642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,1,7.8,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,2,7.8,412.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,3,7.8,412.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,4,7.8,412.5,NA,NA,2.774193548,44.42857143,5.357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,5,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,5.58,NA,NA,NA,NA,NA,NA,NA
1995-05-09,6,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,7,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,8,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,9,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,10,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,11,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,12,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,13,7.7,409.375,NA,NA,NA,NA,NA,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA,NA
1995-05-09,14,7.6,406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,15,7.6,406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,16,7.6,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,17,7.6,406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,18,7.6,406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,19,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,20,7.6,406.25,NA,NA,2.709677419,48,5.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,21,7.6,403.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,22,7.6,409.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-09,23,7.6,406.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,0,14,287.5,NA,2.032258065,3.161290323,39.71428571,11.57142857,NA,NA,9.285714286,NA,NA,NA,NA,3.898158335,8.313791041,26.72259157,38.93454095
1995-05-23,1,14,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,2,14,290.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,3,13.9,290.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,4,13.9,296.875,NA,1.806451613,2.612903226,42.21428571,10.85714286,NA,NA,9.285714286,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,5,13.4,300,NA,NA,NA,NA,NA,NA,NA,NA,1.96,0.01,1.89,0.06,NA,NA,NA,NA
1995-05-23,6,13.3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,7,13.2,296.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,8,13.1,293.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,9,12.9,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,10,12.9,284.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,11,12.8,284.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,12,12.6,284.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,13,11.9,281.25,NA,NA,NA,NA,NA,NA,NA,NA,2.16,0.01,2.08,0.07,NA,NA,NA,NA
1995-05-23,14,11.1,278.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,15,10.8,290.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,16,10.5,290.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,17,10.4,284.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,18,10.2,281.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,19,10.2,228.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,20,9.8,259.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,21,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,21.5,9.6,262.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,22,9.6,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,22.5,9.5,231.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-23,23,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,0,19.3,315.625,NA,1.709677419,2.322580645,38.92857143,11.5,NA,NA,14.28571429,NA,NA,NA,NA,35.60473779,195.0630902,56.0672421,286.7350701
1995-06-06,1,18.7,315.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,2,18,321.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,3,17.9,321.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,4,17.5,318.75,NA,1.741935484,2.387096774,39.14285714,13.21428571,NA,NA,14.28571429,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,5,15.6,293.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,6,15.1,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,7,14.9,296.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,8,14.6,284.375,NA,2.129032258,2.612903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,9,14.1,278.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,10,13.8,281.25,NA,2.258064516,3.064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,11,13.5,265.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,12,13,240.625,NA,2.451612903,2.967741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,13,12,212.5,NA,NA,NA,NA,NA,NA,NA,NA,3.17,0.03,0.82,2.32,NA,NA,NA,NA
1995-06-06,14,11.5,184.375,NA,3.612903226,4.322580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,15,11.2,181.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,16,11,153.125,NA,4.193548387,5.064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,17,10.6,146.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,18,10.3,109.375,NA,4.548387097,5.322580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,19,10.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,20,10.1,62.5,NA,5.935483871,7.032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,21,10,28.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,22,9.9,18.75,NA,7.483870968,10.16129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,23,9.9,15.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-06,24,9.8,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.892369,71.73336899,23.77350315,310.3992412
1995-06-21,0,27.6,400,NA,0,1.935483871,23.35714286,0,NA,NA,17.85714286,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,1,27.4,487.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,2,25.6,568.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,3,24.2,471.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,4,22.3,406.25,NA,0,1.193548387,11.78571429,0,NA,NA,17.85714286,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,5,20.1,303.125,NA,NA,NA,NA,NA,NA,NA,NA,21.23,NA,NA,NA,NA,NA,NA,NA
1995-06-21,6,18.4,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,7,17.5,218.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,8,16.5,196.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,9,15.8,193.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,10,14.7,171.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,11,14.3,159.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,12,13.5,146.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,13,13,118.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,14,12.1,103.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-21,15,11.7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,0,21.4,253.125,NA,0,1.483870968,12.28571429,0,NA,NA,39.28571429,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,1,21.5,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,2,21.5,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,3,21.5,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,4,21.5,253.125,NA,0,1.35483871,13.28571429,2.142857143,NA,NA,39.28571429,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,5,21.5,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,6,21.5,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,7,21.5,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,8,21.5,253.125,NA,0.096774194,1.258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,9,21.5,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,10,21.5,253.125,NA,0,1.322580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,11,21.4,246.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,12,15.1,68.75,NA,0.677419355,1.580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,13,14.2,56.25,NA,NA,NA,NA,NA,NA,NA,NA,24.35,0,24.16,0.19,NA,NA,NA,NA
1995-07-06,14,13.3,18.75,NA,6.35483871,6.903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,15,12.9,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,16,12.1,6.25,NA,5.741935484,6.258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,17,11.6,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,18,11.3,3.125,NA,11.61290323,11.74193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,19,11,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,20,10.9,3.125,NA,12,12.09677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,21,10.9,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,22,10.6,3.125,NA,12.25806452,12.4516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,23,10.6,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,24,10.5,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-06,25,10.4,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.34206854,114.3954784,99.06489552,297.8024425
1995-07-18,0,24.9,253.125,NA,0.096774194,0.967741935,1.071428571,0,NA,NA,46.42857143,NA,NA,NA,NA,114.3825272,37.22469862,10.18599767,161.7932235
1995-07-18,1,25.1,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,2,25.1,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,3,25.1,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,4,25.1,253.125,NA,0.161290323,0.935483871,0,0,NA,NA,46.42857143,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,5,25.1,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,6,25.1,253.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,7,25,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,8,25,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,9,18.5,71.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,10,15.8,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,11,14.3,15.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,12,13.7,15.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,13,13,12.5,NA,NA,NA,NA,NA,NA,NA,NA,15.51,0,15.16,0.35,NA,NA,NA,NA
1995-07-18,14,12.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,15,12.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,16,12.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,17,11.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,18,11.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,19,11.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,20,11.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,21,11,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,22,10.9,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,23,10.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-18,24,10.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,0,25.5,225,NA,0.064516129,1.032258065,NA,0,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,1,25.6,221.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,2,25.6,221.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,3,25.5,221.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,4,25.6,221.875,NA,0.064516129,0.935483871,NA,0,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,5,25.6,221.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,6,25.6,218.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,7,22.7,46.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,8,21.5,18.75,NA,0.258064516,1.032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,9,20,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,9.5,19.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,10,18.3,6.25,NA,2.129032258,3.193548387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,10.5,16.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,11,15.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,11.5,14.8,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,12,14.4,6.25,NA,4.967741935,7.580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,12.5,13.8,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,13,13.3,6.25,NA,NA,NA,NA,NA,NA,NA,NA,2.97,0,2.75,0.22,NA,NA,NA,NA
1995-08-02,13.5,13.1,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,14,12.8,6.25,NA,8.451612903,9.903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,15,12.4,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,16,12.1,6.25,NA,9.935483871,11.06451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,17,11.9,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,18,11.8,6.25,NA,13.16129032,13.77419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,19,11.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,20,11.4,6.25,NA,10.06451613,11.06451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,21,11.3,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,22,11.1,6.25,NA,16.77419355,18.74193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,23,10.9,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,24,10.9,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-02,24.5,10.8,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,0,27.1,234.375,NA,0,0.741935484,0,0,NA,NA,59.28571429,NA,NA,NA,NA,61.07546218,10.09658258,16.3921227,87.56416746
1995-08-14,1,27.1,237.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,2,27.1,234.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,3,27.1,234.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,4,27,231.25,NA,0,0.774193548,0,0,NA,NA,58.92857143,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,5,26.9,228.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,6,26.7,221.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,7,24,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,7.5,22.5,15.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,8,22.1,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,8.5,20.1,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,9,18.8,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,9.5,18.2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,10,17.8,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,10.5,17.2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,11,16.6,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,11.5,15.7,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,12,14.7,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,12.5,14,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-14,13,13.3,6.25,NA,NA,NA,NA,NA,NA,NA,NA,4.37,0.02,4.28,0.07,NA,NA,NA,NA
